start,code,end,train_no
上海虹桥,G114,北京南,5l0000G11441
昆明,K114,成都,800000K1140Q
兰州,T114,杭州,850000T11482
延吉西,D115,哈尔滨西,1c0000D11801
北京南,G115,上海虹桥,240000G1150T
九江,K115,深圳,570000K1150D
兰州,T115,上海,850000T11850
哈尔滨西,D116,延吉西,0h0000D11601
上海,T116,兰州,550000T11670
上海虹桥,G116,北京南,5l0000G11661
深圳,K116,九江,650000K1160G
哈尔滨西,D117,延吉西,0h0000D11601
北京南,G117,上海虹桥,240000G1170P
北京西,K117,攀枝花,240000K1171B
北京,Z117,吉林,240000Z1170B
上海,T117,兰州,550000T11670
吉林,Z118,北京,180000Z11804
延吉西,D118,哈尔滨西,1c0000D11801
上海虹桥,G118,北京南,5l0000G11831
攀枝花,K118,北京西,760000K1180A
兰州,T118,上海,850000T11850
北京南,G119,上海虹桥,240000G1190D
北京南,G121,上海虹桥,240000G1210H
十堰,K121,上海南,420000K1240H
广州,T121,长春,630000T1240C
成都,Z121,广州,760000Z12406
长春,T122,广州,110000T1220A
上海南,K122,十堰,550000K123C2
上海虹桥,G122,北京南,5l0000G12270
广州,Z122,成都,630000Z12207
长春,T123,广州,110000T1220A
上海南,K123,十堰,550000K123C2
广州,Z123,成都,630000Z12207
十堰,K124,上海南,420000K1240H
广州,T124,长春,630000T1240C
成都,Z124,广州,760000Z12406
长春,K125,西安,110000K12805
东莞东,T125,成都,670000T1280G
兰州,Z125,厦门,850000Z12811
西安,K126,长春,410000K1260Q
厦门,Z126,兰州,580000Z12605
上海虹桥,G126,北京南,5l0000G126A2
成都,T126,东莞东,760000T12609
西安,K127,长春,410000K1260Q
厦门,Z127,兰州,580000Z12605
成都,T127,东莞东,760000T12609
长春,K128,西安,110000K12805
东莞东,T128,成都,670000T1280G
兰州,Z128,厦门,850000Z12811
大连,T129,齐齐哈尔,130000T1290C
北京南,G129,上海虹桥,240000G1290N
齐齐哈尔,T130,大连,040000T1300E
上海虹桥,G130,北京南,5l0000G13070
大连,T131,上海,130000T1310T
北京南,G131,上海虹桥,240000G1310K
深圳西,K131,兰州,690000K1340G
上海,T132,大连,550000T132B0
上海虹桥,G132,北京南,5l0000G132B3
兰州,K132,深圳西,850000K13202
北京南,G133,上海虹桥,240000G1330F
北京西,Z133,井冈山,240000Z1330G
上海,T133,大连,550000T132B0
兰州,K133,深圳西,850000K13202
大连,T134,上海,130000T1310T
井冈山,Z134,北京西,570000Z1340G
上海虹桥,G134,北京南,5l0000G134A1
深圳西,K134,兰州,690000K1340G
北京南,G135,上海虹桥,240000G1350B
济南,T135,宁波,470000T13502
广州,Z135,乌鲁木齐,630000Z13804
宁波,T136,济南,5e0000T13611
乌鲁木齐,Z136,广州,930000Z13601
北京南,G137,上海虹桥,240000G1370H
乌鲁木齐,Z137,广州,930000Z13601
上海虹桥,G138,北京南,5l0000G13851
广州,Z138,乌鲁木齐,630000Z13804
北京南,G139,上海虹桥,240000G1390O
北京,Z139,南通,240000Z13907
南通,Z140,北京,5f0000Z14020
上海虹桥,G140,北京南,5l0000G14041
北京南,G141,上海虹桥,240000G1410E
成都东,K141,南宁,760000K14403
上海虹桥,G142,北京南,5l0000G14251
南宁,K142,成都东,710000K1420B
北京南,G143,上海虹桥,240000G1430K
南宁,K143,成都东,710000K1420B
成都东,K144,南宁,760000K14403
北京南,G145,上海虹桥,240000G1450K
北京,T145,南昌,240000T1451B
深圳东,Z145,郑州,650000Z14803
成都,K145,昆明,760000K14508
郑州,Z146,深圳东,380000Z14606
南昌,T146,北京,570000T1470D
上海虹桥,G146,北京南,5l0000G146E0
昆明,K146,成都,800000K1460U
北京南,G147,上海虹桥,240000G1470B
北京西,K147,阜阳,240000K1470D
郑州,Z147,深圳东,380000Z14606
南昌,T147,北京,570000T1470D
北京,T148,南昌,240000T1451B
阜阳,K148,北京西,530000K14834
上海虹桥,G148,北京南,5l0000G148C0
深圳东,Z148,郑州,650000Z14803
北京南,G149,上海虹桥,240000G1490E
北京西,Z149,贵阳,240000Z14906
上海南,K149,湛江,550000K14908
上海虹桥,G150,北京南,5l0000G15051
湛江,K150,上海南,710000K1500K
贵阳,Z150,北京西,780000Z15003
北京西,Z151,西宁,240000Z15107
郑州,K151,上海,380000K1540C
泰州,T151,广州,5f0000T15400
上海,K152,郑州,550000K15203
上海虹桥,G152,北京南,5l0000G152D0
广州,T152,泰州,630000T15200
西宁,Z152,北京西,880000Z15202
北京南,G153,上海虹桥,240000G1530C
上海,K153,郑州,550000K15203
广州,T153,泰州,630000T15200
郑州,K154,上海,380000K1540C
泰州,T154,广州,5f0000T15400
上海虹桥,G154,北京南,5l0000G15462
哈尔滨,Z155,泰州,010000Z15800
南京,K155,昆明,540000K15588
泰州,Z156,哈尔滨,5f0000Z15720
昆明,K156,南京,800000K1560E
北京南,G157,上海虹桥,240000G1570I
北京西,K157,湛江,240000K15716
泰州,Z157,哈尔滨,5f0000Z15720
哈尔滨,Z158,泰州,010000Z15800
湛江,K158,北京西,710000K1580Q
重庆,K159,昆明,770000K15904
昆明,K160,重庆,800000K1600G
北京南,G161,安庆,240000G16106
北京西,Z161,昆明,240000Z16112
安庆,G162,北京南,590000G16210
昆明,Z162,北京西,800000Z16203
北京南,G163,苍南,240000G1630F
拉萨,Z163,上海,880000Z16603
上海,Z164,拉萨,550000Z16403
苍南,G164,北京南,5j0000G16421
北京南,G165,杭州东,240000G1650A
西安,K165,昆明,410000K1650M
上海,Z165,拉萨,550000Z16403
杭州东,G166,北京南,560000G16620
昆明,K166,西安,800000K1660K
拉萨,Z166,上海,880000Z16603
北京南,G167,温州南,240000G16708
北京西,T167,南昌,240000T16711
青岛,Z167,广州东,490000Z17002
重庆,K167,昆明,770000K16703
南昌,T168,北京西,570000T1680G
温州南,G168,北京南,5j0000G16820
广州东,Z168,青岛,650000Z16801
昆明,K168,重庆,800000K1680F
西安,K169,阿克苏,410000K1690O
上海南,T169,广州,550000T16940
广州东,Z169,青岛,650000Z16801
青岛,Z170,广州东,490000Z17002
广州,T170,上海南,630000T1700M
阿克苏,K170,西安,940000K17020
哈尔滨,Z171,上海,010000Z17406
天津西,G171,青岛,250000G1710C
日照,K171,上海,470000K17403
南昌,T171,广州东,570000T1710B
青岛,G172,天津西,490000G17208
上海,K172,日照,550000K17205
上海,Z172,哈尔滨,550000Z17230
广州东,T172,南昌,650000T17206
天津西,G173,青岛,250000G17305
上海,K173,日照,550000K17205
上海,Z173,哈尔滨,550000Z17230
哈尔滨,Z174,上海,010000Z17406
日照,K174,上海,470000K17403
青岛,G174,天津西,490000G17402
哈尔滨,Z175,杭州,010000Z17805
北京南,G175,青岛,240000G17502
北京西,T175,西宁,240000T1750C
商丘,K175,乌鲁木齐,380000K1750I
潍坊,G176,北京南,490000G17602
杭州,Z176,哈尔滨,560000Z17604
西宁,T176,北京西,880000T17606
乌鲁木齐,K176,郑州,930000K17603
北京南,G177,青岛,240000G17701
郑州,K177,西宁,380000K17702
杭州,Z177,哈尔滨,560000Z17604
哈尔滨,Z178,杭州,010000Z17805
青岛,G178,北京南,490000G17803
西宁,K178,郑州,880000K17802
北京南,G179,青岛,240000G17908
北京西,K179,郑州,240000K1790M
北京,Z179,乌鲁木齐,240000Z17905
济南,T179,广州,470000T1790C
郑州,K180,北京西,380000K18004
青岛,G180,北京南,490000G18002
广州,T180,济南,630000T18020
乌鲁木齐,Z180,北京,930000Z18002
哈尔滨东,T181,汉口,010000T18440
北京南,G181,青岛,240000G1810B
临河,Z181,深圳东,330000Z18405
汉口,T182,哈尔滨东,390000T182C0
青岛,G182,北京南,490000G18205
深圳东,Z182,临河,650000Z18210
北京南,G183,青岛,240000G1830A
北京,K183,南阳,240000K18322
汉口,T183,哈尔滨东,390000T182C0
深圳东,Z183,临河,650000Z18210
哈尔滨东,T184,汉口,010000T18440
临河,Z184,深圳东,330000Z18405
南阳,K184,北京,400000K1840C
青岛,G184,北京南,490000G18406
沈阳北,Z185,深圳,120000Z18805
北京南,G185,青岛,240000G1850A
青岛,G186,北京南,490000G1860D
深圳,Z186,沈阳北,650000Z18604
沈阳北,K187,上海,120000K19012
北京南,G187,青岛,240000G1870D
深圳,Z187,沈阳北,650000Z18604
沈阳北,Z188,深圳,120000Z18805
青岛,G188,北京南,490000G18809
上海,K188,沈阳北,550000K188B3
北京南,G189,青岛,240000G1890D
郑州,Z189,广州,380000Z18902
上海,K189,沈阳北,550000K188B3
沈阳北,K190,上海,120000K19012
青岛,G190,北京南,490000G19006
广州,Z190,郑州,630000Z19000
沈阳北,Z191,太原,120000Z19405
北京南,G191,青岛,240000G1910B
成都,K191,广州,760000K19403
太原,Z192,沈阳北,270000Z19204
青岛,G192,北京南,490000G19208
广州,K192,成都,630000K1920P
北京南,G193,青岛,240000G1930A
太原,Z193,沈阳北,270000Z19204
广州,K193,成都,630000K1920P
沈阳北,Z194,太原,120000Z19405
青岛,G194,北京南,490000G1940G
成都,K194,广州,760000K19403
北京南,G195,青岛,240000G1950G
太原,Z195,上海,270000Z19802
呼和浩特东,K195,成都东,330000K19502
青岛,G196,北京南,490000G1960B
上海,Z196,太原,550000Z19602
成都东,K196,呼和浩特东,760000K19602
北京南,G197,青岛,240000G1970A
郑州,T197,乌鲁木齐,380000T1970B
上海,Z197,太原,550000Z19602
太原,Z198,上海,270000Z19802
青岛,G198,北京南,490000G19805
乌鲁木齐,T198,郑州,930000T19803
北京南,G199,青岛,240000G19905
青岛,G200,北京南,490000G20006
北京南,G201,南京南,240000G2010I
北京西,Z201,三亚,240000Z2010E
南宁东,D201,广州南,710000D20101
重庆北,K201,广州,770000K20104
南京南,G202,北京南,5l0000G20280
广州,K202,重庆北,630000K20209
三亚,Z202,北京西,6b0000Z20202
广州南,D202,南宁东,6c0000D20203
北京南,G203,南京南,240000G2030C
北京,Z203,哈尔滨,240000Z2030C
广州,K203,重庆北,630000K20209
南宁东,D203,广州南,710000D20302
伊宁,T203,上海,950000T20603
大庆东,Z204,北京,040000Z20410
上海,T204,伊宁,550000T20440
南京南,G204,北京南,5l0000G204A0
广州南,D204,南宁东,6c0000D20403
重庆北,K204,广州,770000K20104
北京南,G205,南京南,240000G2050B
青岛,K205,成都,490000K2080C
上海,T205,伊宁,550000T20440
长沙,Z205,天津,620000Z20803
南宁东,D205,广州南,710000D20501
天津,Z206,长沙,250000Z20602
南京南,G206,北京南,5l0000G20670
广州南,D206,南宁东,6c0000D20601
成都,K206,青岛,760000K20607
伊宁,T206,上海,950000T20603
北京南,G207,徐州东,240000G20702
天津,Z207,长沙,250000Z20602
南宁东,D207,广州南,710000D20700
成都,K207,青岛,760000K20607
青岛,K208,成都,490000K2080C
徐州东,G208,北京南,5l0000G20820
长沙,Z208,天津,620000Z20803
广州南,D208,南宁东,6c0000D20801
宁波,K209,广州,5e0000K21223
广州,K210,宁波,630000K2100F
天津西,G211,上海虹桥,250000G2110H
上海南,T211,深圳,550000T21143
广州,K211,宁波,630000K2100F
贵阳北,D211,广州南,780000D21110
宁波,K212,广州,5e0000K21223
上海虹桥,G212,天津西,5l0000G21230
深圳,T212,上海南,650000T2120G
广州南,D212,贵阳北,6c0000D21204
天津西,G213,上海虹桥,250000G2130E
天津,K213,西安,250000K21311
贵阳北,D213,广州南,780000D21300
西安,K214,天津,410000K2140K
上海虹桥,G214,天津西,5l0000G214B2
广州南,D214,贵阳北,6c0000D21400
北京,K215,图们,240000K2150J
北京,T215,泰州,240000T21507
天津西,G215,上海虹桥,250000G2150Q
兰州,Z215,上海,850000Z21841
图们,K216,北京,200000K2160U
上海,Z216,兰州,550000Z21604
泰州,T216,北京,5f0000T21721
上海虹桥,G216,天津西,5l0000G21670
北京南,G217,沈阳北,240000G21702
邯郸,K217,银川,260000K2200B
上海,Z217,兰州,550000Z21604
泰州,T217,北京,5f0000T21721
沈阳北,G218,北京南,120000G21800
兰州,Z218,上海,850000Z21841
银川,K218,邯郸,870000K21804
北京南,G219,沈阳,240000G21901
银川,K219,邯郸,870000K21804
沈阳,G220,北京南,120000G22001
邯郸,K220,银川,260000K2200B
青岛,G221,上海虹桥,490000G2240P
拉萨,Z221,重庆北,880000Z22400
上海虹桥,G222,青岛,5l0000G22240
上海虹桥,G223,青岛,5l0000G22240
青岛,G224,上海虹桥,490000G2240P
拉萨,Z224,重庆北,880000Z22400
北京,Z225,合肥,240000Z22501
青岛,G225,上海虹桥,490000G22807
兰州,K225,广州,850000K22836
合肥,Z226,北京,530000Z22701
上海虹桥,G226,青岛,5l0000G226H2
广州,K226,兰州,630000K2260I
合肥,Z227,北京,530000Z22701
上海虹桥,G227,青岛,5l0000G226H2
广州,K227,兰州,630000K2260I
北京,Z228,合肥,240000Z22501
青岛,G228,上海虹桥,490000G22807
兰州,K228,广州,850000K22836
青岛,G229,上海虹桥,490000G2320G
昆明,K229,厦门,800000K2320Q
乌鲁木齐,Z229,深圳,930000Z23201
厦门,K230,昆明,580000K2300M
上海虹桥,G230,青岛,5l0000G23030
深圳,Z230,乌鲁木齐,650000Z23001
北京西,T231,西安,240000T2310R
厦门,K231,昆明,580000K2300M
上海虹桥,G231,青岛,5l0000G23030
深圳,Z231,乌鲁木齐,650000Z23001
西安,T232,北京西,410000T23206
青岛,G232,上海虹桥,490000G2320G
昆明,K232,厦门,800000K2320Q
乌鲁木齐,Z232,深圳,930000Z23201
石家庄,K233,上海,260000K2330Y
青岛,G233,上海虹桥,490000G23608
上海,K234,石家庄,550000K23413
上海虹桥,G234,青岛,5l0000G23460
哈尔滨,Z235,广州东,010000Z23802
上海,K235,石家庄,550000K23413
上海虹桥,G235,青岛,5l0000G23460
石家庄,K236,上海,260000K2330Y
青岛,G236,上海虹桥,490000G23608
南通,T236,重庆北,5f0000T23621
广州东,Z236,哈尔滨西,650000Z23620
北京南,G237,沈阳,240000G23700
太原,K237,深圳西,270000K23709
南通,T237,重庆北,5f0000T23621
广州东,Z237,哈尔滨西,650000Z23620
哈尔滨,Z238,广州东,010000Z23802
沈阳,G238,北京南,120000G23800
深圳西,K238,太原,690000K23807
北京南,G239,吉林,240000G23910
深圳西,K239,太原,690000K23807
吉林,G240,北京南,180000G24000
太原,K240,深圳西,270000K23709
齐齐哈尔,T241,合肥,040000T24405
青岛,G241,厦门北,490000G2440C
厦门,K241,西安,580000K2440I
西安,K242,厦门,410000K2420N
合肥,T242,齐齐哈尔,530000T24285
厦门北,G242,青岛,5n0000G24204
西安,K243,厦门,410000K2420N
合肥,T243,齐齐哈尔,530000T24285
厦门北,G243,青岛,5n0000G24204
齐齐哈尔,T244,合肥,040000T24405
青岛,G244,厦门北,490000G2440C
厦门,K244,西安,580000K2440I
青岛,G245,合肥南,490000G24808
扬州,K245,成都,5f0000K24586
长沙,Z245,上海南,620000Z24501
成都东,T245,武昌,760000T24809
武昌,T246,成都东,390000T24605
上海南,Z246,长沙,550000Z24710
合肥南,G246,青岛,5i0000G24631
成都,K246,扬州,760000K24604
武昌,T247,成都东,390000T24605
上海南,Z247,长沙,550000Z24710
合肥南,G247,青岛,5i0000G24631
成都,K247,扬州,760000K24604
青岛,G248,合肥南,490000G24808
扬州,K248,成都,5f0000K24586
长沙,Z248,上海南,620000Z24501
成都东,T248,武昌,760000T24809
西安,Z251,上海,410000Z25405
宜昌东,K251,上海南,420000K25409
上海南,K252,宜昌东,550000K253B1
上海,Z252,西安,550000Z25200
天津,T253,广州,250000T25310
青岛,G253,杭州东,490000G25604
上海南,K253,宜昌东,550000K253B1
上海,Z253,西安,550000Z25200
西安,Z254,上海,410000Z25405
宜昌东,K254,上海南,420000K25409
杭州东,G254,青岛,560000G25450
广州,T254,天津,630000T2540B
合肥,K255,深圳西,530000K25534
杭州东,G255,青岛,560000G25450
重庆北,Z255,上海南,770000Z25802
青岛,G256,杭州东,490000G25604
上海南,Z256,重庆北,550000Z25710
深圳西,K256,合肥,690000K25607
天津,K257,成都,250000K2570W
青岛,G257,武汉,490000G26005
上海南,Z257,重庆北,550000Z25710
武汉,G258,青岛,4e0000G25804
成都,K258,天津,760000K25809
重庆北,Z258,上海南,770000Z25802
武汉,G259,青岛,4e0000G25804
青岛,G260,武汉,490000G26005
大连,T261,牡丹江,130000T2610G
北京南,G261,六安,240000G2610D
北京西,K261,安康,240000K26132
牡丹江,T262,大连,030000T26207
汉中,K262,北京西,430000K26211
合肥南,G262,北京南,5i0000G26212
北京南,G263,合肥南,240000G2630E
北京,K263,包头,240000K2630S
银川,T263,西安,870000T26311
拉萨,Z263,广州,880000Z26603
包头,K264,北京,330000K2640H
西安,T264,银川,410000T26402
合肥南,G264,北京南,5i0000G26402
广州,Z264,拉萨,630000Z26401
北京南,G265,黄山北,240000G2650C
北京,K265,佳木斯,240000K26517
西安,T265,银川,410000T26402
广州,Z265,拉萨,630000Z26401
佳木斯,K266,北京,020000K26604
六安,G266,北京南,530000G26670
银川,T266,西安,870000T26311
拉萨,Z266,广州,880000Z26603
北京南,G267,合肥南,240000G2670C
北京西,K267,怀化,240000K26723
呼和浩特东,Z267,上海,330000Z26707
上海,Z268,呼和浩特东,550000Z26804
怀化,K268,北京西,640000K2680D
北京南,G269,合肥南,240000G2690R
北京西,K269,洛阳,240000K2690N
上海,Z269,呼和浩特东,550000Z26804
呼和浩特东,Z270,上海,330000Z26707
洛阳,K270,北京西,400000K27006
黄山北,G270,北京南,520000G27022
上海南,K271,井冈山,550000K27174
西宁,Z271,青岛,880000Z27403
青岛,Z272,西宁,490000Z27203
井冈山,K272,上海南,570000K2720B
合肥南,G272,北京南,5i0000G27210
满洲里,K273,呼和浩特,050000K27604
青岛,Z273,西宁,490000Z27203
呼和浩特,K274,满洲里,330000K2740E
西宁,Z274,青岛,880000Z27403
呼和浩特,K275,满洲里,330000K2740E
青岛,G275,广州南,490000G27809
银川,Z275,北京西,870000Z27512
满洲里,K276,呼和浩特,050000K27604
北京西,Z276,银川,240000Z27707
广州南,G276,青岛,6c0000G2760C
北京西,Z277,银川,240000Z27707
广州南,G277,青岛,6c0000G2760C
青岛,G278,广州南,490000G27809
银川,Z278,北京西,870000Z27512
济南西,G279,深圳北,4p0000G27906
深圳北,G280,济南西,6i0000G28005
包头,Z281,杭州,330000Z28406
青岛,G281,杭州东,490000G28407
成都,K281,上海,760000K28406
乌鲁木齐,T281,南宁,930000T28403
上海,K282,成都,550000K282B2
杭州东,G282,青岛,560000G28231
杭州,Z282,包头,560000Z28211
南宁,T282,乌鲁木齐,710000T28203
上海,K283,成都,550000K282B2
杭州东,G283,青岛,560000G28231
杭州,Z283,包头,560000Z28211
南宁,T283,乌鲁木齐,710000T28203
包头,Z284,杭州,330000Z28406
青岛,G284,杭州东,490000G28407
成都,K284,上海,760000K28406
乌鲁木齐,T284,南宁,930000T28403
北京,K285,烟台,240000K2850X
